name,lat,lon,difficulty,national_park
Big Meadows to Lewis Mountain Cabins via Appalachian Trail,38.52914,-78.4411,5,Shenandoah National Park
Thornton River Loop,38.72328,-78.32,3,Shenandoah National Park
Blackrock and Trayfoot Mountains,38.22281,-78.7333,3,Shenandoah National Park
"Cedar Run, White Oak, Old Rag, Weakley Hollow and Nicholson Hollow Trail",38.53951,-78.3492,5,Shenandoah National Park
Madison Run Road,38.25758,-78.7718,3,Shenandoah National Park
Lewis Mountain via Rockytop Trail,38.24084,-78.7112,3,Shenandoah National Park
Grave Mills Trail,38.43698,-78.3664,3,Shenandoah National Park
Appalachian Trail: Beahms Gap to Elkwallow Wayside,38.69536,-78.32,3,Shenandoah National Park
Loft Mountain Campground via Jones Run Trail,38.22992,-78.726,3,Shenandoah National Park
Appalachian Trail and Pass Mountain Trail Loop,38.65883,-78.3217,5,Shenandoah National Park
Hannah Run to Catlett Mountain Trail,38.62246,-78.3229,3,Shenandoah National Park
Broad Hollow Trail Loop,38.59393,-78.272,3,Shenandoah National Park
Robertson Mountain via Weakley Hollow and Old Rag Fire Roads,38.57098,-78.2871,5,Shenandoah National Park
Thorton Hollow via Appalachian Trail,38.73862,-78.309,3,Shenandoah National Park
Appalachian Trail: Elkwallow Wayside to Hogback Overlook,38.74113,-78.312,3,Shenandoah National Park
Fox Hollow to Dickey Ridge Loop,38.8715,-78.2053,1,Shenandoah National Park
Nicholson Hollow and Hannah Run Trail,38.57092,-78.2871,3,Shenandoah National Park
Hull School Trail,38.6992,-78.3204,3,Shenandoah National Park
Milam Gap and Lewis Falls Loop,38.5002,-78.4456,3,Shenandoah National Park
"Sams Ridge, Hazel Mountain and Hannah Run Loop",38.61369,-78.2565,5,Shenandoah National Park
Appalachian Trail: Skyline Drive to Lewis Mountain,38.35792,-78.5465,3,Shenandoah National Park
Furnace Mountain Jones and Doyles Rivers Loop,38.25761,-78.771,5,Shenandoah National Park
Weakley Hollow Road to Corbin Hollow to Nicholson Hollow Loop,38.57072,-78.2869,3,Shenandoah National Park
Appalachian Trail: Swift Run Gap to Rockfish Gap,38.3564,-78.5451,3,Shenandoah National Park
Corbin Cabin via Nicholson Hollow and Appalachian Trail Loop,38.61574,-78.3505,3,Shenandoah National Park
Rocky Branch Trail,38.68098,-78.3437,1,Shenandoah National Park
"Pine Hill Gap, Nicholson Hollow, Corbin Hollow, Weakley Hollow Fire Road",38.57105,-78.286,5,Shenandoah National Park
Corbin Mountain Trail,38.57073,-78.2867,3,Shenandoah National Park
Camp Ridge Trail,38.61764,-78.342,1,Shenandoah National Park
Fort Hunt Park Main Loop,38.71518,-77.0573,1,Fort Hunt National Park
Allen Hollow Trail,38.4511,-78.4858,1,Shenandoah National Park
East Branch Naked Creek Trail,38.47667,-78.4874,3,Shenandoah National Park
"Rockytop, Austin Mountain, Furnace Mountain, Blackrock",38.30655,-78.7037,3,Shenandoah National Park
Barking Dogs and Jarman Gap,38.09845,-78.8184,3,Shenandoah National Park
"Sam's Ridge, Pine Hill Gap, and Hazel Mountain Loop",38.6142,-78.2565,5,Shenandoah National Park
Hawksbill via Appalachian Trail and Redgate Road,38.5534,-78.4343,3,Shenandoah National Park
Conway River Trail,38.46835,-78.4573,3,Shenandoah National Park
West Branch Naked Creek Trail,38.48569,-78.5013,3,Shenandoah National Park
"Old Rag Fire Road, Weakley Hollow and Robertson Mountain Loop",38.57997,-78.3812,5,Shenandoah National Park
Sam’s Ridge and Catlett Spur,38.61394,-78.2565,3,Shenandoah National Park
Fort Hunt Park Short Loop,38.71507,-77.0573,1,Fort Hunt National Park
Knob Mountain Trail [CLOSED / PRIVATE PROPERTY],38.72195,-78.3872,3,Shenandoah National Park
Harris Cove Utz Gap Trail [PRIVATE PROPERTY],38.48874,-78.5165,5,Shenandoah National Park
Overall Run and Beecher Ridge Trail,38.73929,-78.3076,5,Shenandoah National Park
Tolmie Peak Trail,46.93736,-121.867,3,Mount Rainier National Park
Skyline Trail,46.78647,-121.7364,3,Mount Rainier National Park
Hurricane Hill via Hurricane Ridge,47.97651,-123.517,3,Olympic National Park
Mount Storm King,48.05809,-123.7891,5,Olympic National Park
Sol Duc Falls Nature Trail,47.95482,-123.8347,1,Olympic National Park
Hoh Rain Forest Hall of Moss,47.86023,-123.934,1,Olympic National Park
Marymere Falls Trail,48.05808,-123.7891,1,Olympic National Park
Comet and Christine Falls,46.77868,-121.783,3,Mount Rainier National Park
Camp Muir Route Via Skyline Trail,46.78616,-121.7359,5,Mount Rainier National Park
Burroughs Mountain Loop Trail,46.9142,-121.6418,3,Mount Rainier National Park
Naches Peak Loop Trail,46.86978,-121.5194,1,Mount Rainier National Park
Spray Park Trail to Mount Pleasant,46.93268,-121.863,3,Mount Rainier National Park
Hoh River Trail,47.86009,-123.9344,3,Olympic National Park
High Divide - Seven Lakes Basin Loop,47.95481,-123.8347,5,Olympic National Park
Mount Fremont Lookout Trail,46.91435,-121.642,3,Mount Rainier National Park
Blue Lake Trail,48.51941,-120.6742,3,North Cascades National Park
Ruby Beach,47.7097,-124.4134,1,Olympic National Park
Staircase Rapids Loop,47.51546,-123.3301,1,Olympic National Park
Cascade Pass and Sahale Arm Trail,48.4754,-121.075,5,North Cascades National Park
Pinnacle Peak Saddle Trail,46.76825,-121.7311,3,Mount Rainier National Park
Summerland Trail,46.88801,-121.61,3,Mount Rainier National Park
Spruce Railroad Trail: Lake Crescent,48.09334,-123.8024,1,Olympic National Park
Grove of the Patriarchs Nature Trail,46.7573,-121.5576,1,Mount Rainier National Park
Silver Falls Trail,46.73646,-121.566,1,Mount Rainier National Park
Enchanted Valley Chalet via East Fork Quinault River Trail,47.57271,-123.5701,5,Olympic National Park
Narada Falls Trail,46.78554,-121.733,3,Mount Rainier National Park
Bench and Snow Lakes Trail,46.76777,-121.7078,3,Mount Rainier National Park
Nisqually Vista Trail,46.78527,-121.7415,1,Mount Rainier National Park
Ozette Triangle Trail,48.15352,-124.6699,3,Olympic National Park
Madison Falls Trail,48.04083,-123.5899,1,Olympic National Park
Myrtle Falls Viewpoint via Skyline Trail,46.7866,-121.7354,1,Mount Rainier National Park
Hole-in-the-Wall Trail,47.92074,-124.6383,3,Olympic National Park
The Wonderland Trail,46.76641,-121.7912,5,Mount Rainier National Park
Glacier Basin Trail,46.90199,-121.6448,3,Mount Rainier National Park
Sourdough Mountain Trail,48.71784,-121.1449,5,North Cascades National Park
Lake Angeles Trail,48.03893,-123.4314,5,Olympic National Park
Klahhane Ridge Trail to Lake Angeles,47.97003,-123.495,5,Olympic National Park
Lena Lake Trail to Upper Lena Lake Trail,47.59963,-123.1513,5,Olympic National Park
Sunrise Rim Trail,46.91491,-121.6415,3,Mount Rainier National Park
Upper Big Creek Loop Trail,47.49255,-123.2102,3,Olympic National Park
Green Lake Trail,46.9951,-121.9152,3,Mount Rainier National Park
Sunrise Ridge Trail to Mount Angeles,47.97024,-123.4945,5,Olympic National Park
Reflection Lake to Narada Falls,46.76851,-121.7314,3,Mount Rainier National Park
Rampart Ridge Loop Trail,46.74963,-121.8121,3,Mount Rainier National Park
Cascade Pass Trail to Cottonwood Camp,48.4754,-121.075,5,North Cascades National Park
Rialto Beach Trail,47.92031,-124.6371,3,Olympic National Park
Putvin Trail to Lake of the Angels,47.58343,-123.234,5,Olympic National Park
Burroughs Mountain Trail,46.91447,-121.6412,3,Mount Rainier National Park
Frozen Lake,46.91471,-121.6413,3,Mount Rainier National Park
Mount Rainier Standard Summit Route,46.78577,-121.7355,5,Mount Rainier National Park
Olympic Hot Springs Trail,48.04076,-123.5901,3,Olympic National Park
Crystal Lakes Trail to Sourdough Gap,46.92257,-121.533,3,Mount Rainier National Park
Royal Basin Trail,47.87754,-123.1371,3,Olympic National Park
Panorama Point from Paradise Inn,46.78662,-121.734,3,Mount Rainier National Park
Wonderland Trail to Panhandle Gap,46.88802,-121.61,5,Mount Rainier National Park
Quinault Rain Forest Nature Trail,47.45979,-123.8621,1,Olympic National Park
Carbon Glacier Trail,46.99482,-121.9179,3,Mount Rainier National Park
Cascade Pass Trail,48.47497,-121.075,5,North Cascades National Park
Lovers Lane Trail,47.96981,-123.8643,3,Olympic National Park
High Lakes Loop Trail,46.76848,-121.731,3,Mount Rainier National Park
Quinault River Pony Bridge Trail,47.5727,-123.5705,3,Olympic National Park
Sourdough Ridge Nature Trail,46.91467,-121.6408,1,Mount Rainier National Park
Cirque Rim Nature Trail,47.96962,-123.5,1,Olympic National Park
PJ Lake Trail,47.94586,-123.4256,5,Olympic National Park
Silver Lake Way Trail,47.87458,-123.0822,3,Olympic National Park
Lake Constance Trail,47.74152,-123.0493,5,Olympic National Park
Heart O' the Forest Trail,48.03515,-123.4258,3,Olympic National Park
Wonderland Trail to Carter Falls and Narada Falls,46.76831,-121.7906,5,Mount Rainier National Park
Flapjack Lakes Trail,47.51545,-123.3293,5,Olympic National Park
Paradise Glacier Caves via Skyline Trail Spur,46.78642,-121.7357,3,Mount Rainier National Park
"Skyline, Glacier Vista, Upper Skyline and Golden Gate Loop",46.78619,-121.7361,3,Mount Rainier National Park
Sunrise Rim Trail Loop and Mount Fremont Lookout,46.91444,-121.642,3,Mount Rainier National Park
Golden Gate Trail,46.7865,-121.736,3,Mount Rainier National Park
Olympic National Park Switchback Trail,47.9867,-123.4611,5,Olympic National Park
Sahale Arm Trail to Quien Sabe Glacier,48.47543,-121.0749,5,North Cascades National Park
Shadow Lakes Trail,46.91402,-121.6418,1,Mount Rainier National Park
Alta Vista Trail,46.78386,-121.7423,3,Mount Rainier National Park
Spruce Nature Trail,47.86001,-123.9345,1,Olympic National Park
Narada Falls,46.77516,-121.7466,1,Mount Rainier National Park
Shriner Peak Lookout Trail,46.80192,-121.555,5,Mount Rainier National Park
Chenuis Falls Trail,46.99496,-121.9164,3,Mount Rainier National Park
Pyramid Mountain Trail,48.06578,-123.8596,5,Olympic National Park
Tatoosh Ridge Trail,46.71303,-121.7158,5,Mount Rainier National Park
Lakeshore Trail and Wonderland Trail to Ipsut Pass,46.93317,-121.8643,3,Mount Rainier National Park
Mildred Point via Comet Falls,46.77864,-121.7835,5,Mount Rainier National Park
Eagle Peak Trail,46.74759,-121.8087,5,Mount Rainier National Park
Dege Peak Trail,46.91734,-121.5892,3,Mount Rainier National Park
Obstruction Point - Deer Park Trail,47.94979,-123.2649,5,Olympic National Park
Palisades Lakes Trail,46.91765,-121.5878,3,Mount Rainier National Park
Marymere Falls Trail from Lake Crescent Lodge,48.05731,-123.7991,1,Olympic National Park
Deer Lake Trail,47.95356,-123.8329,3,Olympic National Park
Dewey Lake Trail,46.87407,-121.5161,3,Mount Rainier National Park
Lower South Fork Skokomish Trail,47.41887,-123.3294,3,Olympic National Park
Sourdough Gap (past Sheep Lake),46.8751,-121.5179,3,Mount Rainier National Park
Olympic Coast South Trail,47.74926,-124.4187,5,Olympic National Park
Crystal Peak Trail,46.92273,-121.5333,3,Mount Rainier National Park
Skyscraper Mountain via Wonderland Trail,46.91434,-121.6427,5,Mount Rainier National Park
Paradise Glacier Trail,46.78934,-121.7259,3,Mount Rainier National Park
Glacier Vista Loop via Skyline Trail,46.78651,-121.7365,1,Mount Rainier National Park
Blue Mountain Trail,47.95642,-123.2598,1,Olympic National Park
Humes Ranch Loop Trail,47.96786,-123.5824,3,Olympic National Park
Hoh River Trail to Blue Glacier Trail,47.86042,-123.9346,5,Olympic National Park
Wonderland Trail Ipsut Creek Loop to Ipsut Pass and Mowich Lake,46.93264,-121.8633,5,Mount Rainier National Park
Shi Shi to Ozette River Beach Trail,48.27525,-124.6786,3,Olympic National Park
Mount Washington,47.51888,-123.2369,5,Olympic National Park
Grand Pass Trail,47.91836,-123.382,5,Olympic National Park
Trail of the Shadows Trail,46.75004,-121.8132,1,Mount Rainier National Park
Carter Falls,46.76687,-121.79,1,Mount Rainier National Park
Grand Park Trail past Lake Eleanor,46.99633,-121.641,3,Mount Rainier National Park
Sol Duc Falls Nature Trail to Appleton Pass Trail,47.95511,-123.8352,5,Olympic National Park
North Fork Skokomish River Trail,47.51611,-123.3279,5,Olympic National Park
Trail of the Cedars Nature Walk,48.67253,-121.2465,1,North Cascades National Park
Mount Rainier Northern Loop Trail,46.91577,-121.6436,5,Mount Rainier National Park
Black and White Lakes Primitive Trail,47.51523,-123.329,5,Olympic National Park
Owyhigh Lakes Trail,46.89089,-121.5965,3,Mount Rainier National Park
Peabody Creek Trail,48.09987,-123.43,3,Olympic National Park
Moraine Trail,46.78475,-121.7416,3,Mount Rainier National Park
Mowich Lake to Mystic Lake Trail,46.93344,-121.8651,5,Mount Rainier National Park
Deer Ridge Trail,47.9652,-123.1934,5,Olympic National Park
Third Beach to Hoh River,47.89044,-124.5989,3,Olympic National Park
Olympic Peninsula Loop Drive,47.02164,-122.9068,1,Olympic National Park
Madcap Falls Trail,46.76646,-121.7904,1,Mount Rainier National Park
Wagonwheel Lake Trail,47.51591,-123.3279,5,Olympic National Park
Mount Muller Trail,48.07577,-124.013,5,Olympic National Park
Plummer Peak via Pinnacle Peak Trail,46.76844,-121.7314,5,Mount Rainier National Park
Tahoma Creek Suspension Bridge,46.78001,-121.885,3,Mount Rainier National Park
Moments in Time Trail,48.05946,-123.7974,1,Olympic National Park
Dead Horse Creek Trail,46.78497,-121.741,1,Mount Rainier National Park
Berkeley Park Trail,46.91444,-121.6426,3,Mount Rainier National Park
Spruce Nature Trail and Hall of Mosses Loop,47.8602,-123.9344,1,Olympic National Park
Burroughs Mountain Loop Via Glacier Basin,46.90221,-121.642,5,Mount Rainier National Park
Elwha River Trail,47.96785,-123.5824,3,Olympic National Park
Deer Park Road,48.04284,-123.3398,3,Olympic National Park
Grand Lake via Badger Valley Trail,47.9184,-123.3821,5,Olympic National Park
Gladys Divide Primitive Trail,47.51612,-123.3279,5,Olympic National Park
High Divide and Seven Lakes Basin,47.95477,-123.8345,5,Olympic National Park
Mildred Lakes Trail,47.57541,-123.2611,5,Olympic National Park
Fallsview Canyon Trail,47.78962,-122.9283,1,Olympic National Park
Mazama Ridge Trail to Faraway Rock,46.78704,-121.735,3,Mount Rainier National Park
Paul Peak Trail,46.93472,-121.9072,3,Mount Rainier National Park
Heather Park via Lake Angeles Trail,48.03896,-123.431,5,Olympic National Park
Upper Dungeness Trail to Constance Pass trail Junction,47.87802,-123.137,5,Olympic National Park
Ipsut Creek Campground via Carbon River Trail,46.99489,-121.9158,1,Mount Rainier National Park
Badger Valley to Grand Lake and Grand Pass Loop,47.91827,-123.3822,3,Olympic National Park
Silver Forest Trail,46.91431,-121.6418,1,Mount Rainier National Park
Tipsoo Lake to American Ridge,46.87433,-121.5166,5,Mount Rainier National Park
Lake George Trail,46.78003,-121.8852,1,Mount Rainier National Park
Slab Camp Trail,47.9652,-123.1934,3,Olympic National Park
Four Stream Trail,47.51532,-123.329,1,Olympic National Park
Upper Dungeness Trail to Handy Camp,47.87764,-123.137,3,Olympic National Park
"Olympic Hot Springs, Appleton Pass, and Sol Duc Loop Trail",47.98648,-123.6514,5,Olympic National Park
West Elwha River Trail,48.01229,-123.593,3,Olympic National Park
Enchanted Valley LaCrosse Basin O'Neill Pass Loop,47.57272,-123.5705,5,Olympic National Park
Fourth of July Pass via Panther Creek Trail,48.68838,-121.0945,3,North Cascades National Park
Elk Mountain Trail Loop,47.91849,-123.382,3,Olympic National Park
Indian Henrys Hunting Ground Trail to Mirror Lakes,46.7364,-121.8558,5,Mount Rainier National Park
Carbon River Rain Forest Nature Trail,46.99498,-121.9154,1,Mount Rainier National Park
Hoh River Trail to Hoh Lake Trail,47.86025,-123.9348,5,Olympic National Park
Emmons Moraine Trail,46.90199,-121.6448,3,Mount Rainier National Park
Tipsoo Lake Loop,46.86977,-121.5194,1,Mount Rainier National Park
Elk Lake Trail,47.57923,-123.1201,1,Olympic National Park
Sand Point Trail,48.15477,-124.6688,1,Olympic National Park
Deadhouse Creek Trail to Golden Gate Trail Loop,46.78643,-121.7358,3,Mount Rainier National Park
Olympic National Park Little River Trail,48.05713,-123.5013,5,Olympic National Park
Ohanapecosh Hot Springs Trail,46.73258,-121.5689,1,Mount Rainier National Park
Hurricane Hill Nature Trail to Little River Trail,47.9765,-123.5178,5,Olympic National Park
Kautz Creek Trail to Mirror Lakes,46.73639,-121.8558,5,Mount Rainier National Park
Bon Jon Pass OHV Route,47.85856,-122.8883,3,Olympic National Park
Faraway Rock via Reflection Lakes,46.76895,-121.7243,1,Mount Rainier National Park
North Fork of the Sol Duc Trail,48.01079,-123.911,3,Olympic National Park
Indian Bar Trail,46.76539,-121.6356,5,Mount Rainier National Park
Kalaloch to Browns Point Trail,47.60532,-124.3716,1,Olympic National Park
Twin Firs Loop Trail,46.73364,-121.838,1,Mount Rainier National Park
Ruby Mountain Summit via Fourth of July and Thunder Creek Trail,48.6854,-121.0925,5,North Cascades National Park
Gorge Creek Falls Trail,48.70006,-121.2105,1,North Cascades National Park
Box Canyon Trail,46.76576,-121.635,1,Mount Rainier National Park
Boulder Lake Trail,47.98665,-123.6515,5,Olympic National Park
Reflection Lake to Narada Falls via Wonderland Trail,46.76854,-121.7316,3,Mount Rainier National Park
Dry Creek Trail,47.50168,-123.3208,3,Olympic National Park
Beach Trail 2,47.56782,-124.3617,1,Olympic National Park
Emerald Ridge Trail,46.77909,-121.8845,5,Mount Rainier National Park
Obstruction Point Road,47.96953,-123.4939,3,Olympic National Park
Devil's Punchbowl via Spruce Railroad Trail,48.09319,-123.8025,1,Olympic National Park
Griff Creek Trail,48.01696,-123.5886,5,Olympic National Park
Wedding Rocks Trail,48.15246,-124.6681,3,Olympic National Park
Maple Glade Nature Trail,47.50517,-123.8211,1,Olympic National Park
Wynoochee Lake Shore Trail,47.39007,-123.6034,3,Olympic National Park
Point of the Arches Trail,48.15452,-124.6689,5,Olympic National Park
Wonderland Trail Loop,46.93329,-121.8648,5,Mount Rainier National Park
North Fork Quinault Trail,47.57591,-123.6479,3,Olympic National Park
Barnes Creek Trail,48.05805,-123.7892,5,Olympic National Park
Hurricane Hill,48.01335,-123.5871,5,Olympic National Park
Upper Maynard Burn Way Trail,47.87803,-123.13,5,Olympic National Park
Wolf Creek Trail,47.9682,-123.5826,5,Olympic National Park
Ranger Hole Trail,47.68163,-122.994,1,Olympic National Park
Dalles Falls Trail,47.04921,-121.57,3,Mount Rainier National Park
Muir Snowfield Ski Tour,46.78446,-121.7412,5,Mount Rainier National Park
Sunrise Lake Trail,46.9176,-121.5877,1,Mount Rainier National Park
Stevens Creek Trail,46.75997,-121.6392,3,Mount Rainier National Park
Kalaloch Nature Trail,47.61273,-124.3755,1,Olympic National Park
Sunrise Nature Trail,46.91468,-121.6418,1,Mount Rainier National Park
Olympic Coast North,47.91951,-124.6378,5,Olympic National Park
Wonderland Trail: Mowich Lake Campground to Ipsut Creek Campground,46.93329,-121.8648,5,Mount Rainier National Park
Mount Shuksan via the Fischer Chimneys Approach,48.85009,-121.6864,5,North Cascades National Park
Florence Peak Trail,46.99496,-121.915,5,Mount Rainier National Park
Dosweallips Road to Constance Pass Trail,47.7416,-123.0493,5,Olympic National Park
Dege Peak Trail,46.91445,-121.6423,3,Mount Rainier National Park
Lower Dungeness Trail,47.87802,-123.1369,3,Olympic National Park
Upper South Fork Skokomish Trail,47.4794,-123.452,5,Olympic National Park
Hidden Lake Spur Via Palisades Lake Trail,46.9177,-121.5876,3,Mount Rainier National Park
Lunch Lake Trail,47.95486,-123.8347,5,Olympic National Park
Lillian Ridge Way Trail,47.91832,-123.3822,5,Olympic National Park
Royal Basin - Royal Lake,47.87861,-123.1369,5,Olympic National Park
Mink Lake Trail to Blackwood Lake,47.96965,-123.8651,5,Olympic National Park
Enchanted Valley with O'Neil Pass Loop and Anderson Glacier Trek,47.57273,-123.5699,5,Olympic National Park
Sunrise Backcountry Camp Loop,46.91416,-121.6427,1,Mount Rainier National Park
Church Creek - Satsop Lakes Trail,47.4491,-123.4894,3,Olympic National Park
Suntop Trail,47.04128,-121.596,3,Mount Rainier National Park
Main Fork Dosewallips River Trail,47.74157,-123.0493,5,Olympic National Park
Lake Sundown Trail,47.513,-123.5436,5,Olympic National Park
Olympic National Park Traverse: Hoh to Quinault,47.86057,-123.9352,5,Olympic National Park
Silver Falls via Silver Falls Trail,46.75154,-121.5574,1,Mount Rainier National Park
Irely Lake Trail,47.56755,-123.6548,1,Olympic National Park
Baldy Trail,47.96515,-123.1934,5,Olympic National Park
Beach 1 Nature Trail,47.56765,-124.3613,1,Olympic National Park
Mount Carrie: High Divide Trail Route,47.95486,-123.8347,5,Olympic National Park
Old Mine Trail,46.99497,-121.9154,3,Mount Rainier National Park
Mount Rainier Eastside Trail,46.75817,-121.5574,3,Mount Rainier National Park
Glacier Basin to Burroughs Mountain to Wonderland Trail Loop,46.90207,-121.642,5,Mount Rainier National Park
Aurora Ridge Trail,48.0644,-123.9962,5,Olympic National Park
"Glacier Vista via Avalanche Lily, DeadHorse Creek and Skyline Trail ",46.7865,-121.7364,3,Mount Rainier National Park
West Fork Dosewallips River Trail,47.7416,-123.0493,5,Olympic National Park
Queets River Trail,47.62403,-124.0151,3,Olympic National Park
Deadfall Trail,47.89263,-122.9875,3,Olympic National Park
Press Expedition Traverse,47.97207,-123.5082,5,Olympic National Park
Mystic Lake via Carbon River and Wonderland Trails,46.99498,-121.9154,5,Mount Rainier National Park
Cameron Pass Trail,47.94896,-123.2581,5,Olympic National Park
Emmons Glacier Summit via Glacier Basin Trail,46.90206,-121.6422,5,Mount Rainier National Park
Maiden Peak from Deer Park Campground,47.94984,-123.2648,3,Olympic National Park
Fourth Crossing Trail,46.7897,-121.7265,3,Mount Rainier National Park
Mildred Point via Wonderland Trail,46.75011,-121.8125,5,Mount Rainier National Park
Tahoma Creek Suspension Bridge to Emerald Ridge Loop,46.77839,-121.8829,5,Mount Rainier National Park
Little Divide Loop,47.95476,-123.8346,5,Olympic National Park
Dege Peak and Frozen Lake via Sourdough Ridge Trail,46.91737,-121.5886,3,Mount Rainier National Park
"Skyline, Mazama Ridge, Wonderland and Lower Lakes Trail Loop",46.78629,-121.734,3,Mount Rainier National Park
Hayden Pass Trail,47.72971,-123.1417,3,Olympic National Park
Queets River Road,47.53444,-124.2231,1,Olympic National Park
Dosewallips River Road Trail,47.74158,-123.0493,3,Olympic National Park
Sam's River Trail,47.6162,-124.031,1,Olympic National Park
Golden Lakes Trail,46.93296,-121.8628,5,Mount Rainier National Park
Goat Island Mountain Trail,46.88791,-121.61,5,Mount Rainier National Park
Reflection Lakes via Mazada Ridge Loop,46.78574,-121.7353,3,Mount Rainier National Park
Happy Lake Ridge Trail,47.98354,-123.625,5,Olympic National Park
Gray Wolf Pass,47.949,-123.2579,5,Olympic National Park
Norada Falls to Mazama Ridge Loop,46.78603,-121.73489,3,Mount Rainier National Park
Forest Lake Via Huckleberry Creek and Sourdough Ridge Trails,46.91463,-121.6416,3,Mount Rainier National Park
Old Wagon Trail,48.38019,-120.8379,3,North Cascades National Park
Oil City Trail,47.74944,-124.4189,1,Olympic National Park
Wonderland Trail to Shadow Lake,46.90211,-121.6423,3,Mount Rainier National Park
Three Forks Trail,47.94863,-123.2586,5,Olympic National Park
Howard Lake via PCT,48.38008,-120.8382,1,North Cascades National Park
Wynoochee Pass Trail,47.51158,-123.546,3,Olympic National Park
Deer Creek Falls to Owyhigh Lakes Trail,46.83372,-121.535,5,Mount Rainier National Park
Canyon Creek and Mink Lake Loop Trail,47.95475,-123.8346,5,Olympic National Park
Green Mountain from Deer Park Campground,47.94984,-123.2648,1,Olympic National Park
Badger Valley Trail to Grand Pass Trail Loop,47.91833,-123.3822,5,Olympic National Park
Hoh River and Jackson Creek Trail,47.85971,-123.9361,3,Olympic National Park
Fay Peak Trail,46.93274,-121.863,5,Mount Rainier National Park
Bench Lake,46.76775,-121.7079,1,Mount Rainier National Park
Graves Creek Trail,47.57276,-123.57,5,Olympic National Park
Cowlitz Divide Trail,46.7371,-121.5667,5,Mount Rainier National Park
Kautz to Longmire via Indian Henry's Hunting Ground,46.73598,-121.8558,5,Mount Rainier National Park
Stetattle Trail,48.71904,-121.1476,3,North Cascades National Park
Bridge Creek Trail,48.43243,-120.8716,5,North Cascades National Park
Rugged Ridge Trail,47.93765,-124.1667,5,Olympic National Park
Forbidden Peak Trail,48.48056,-121.0797,5,North Cascades National Park
Lost Pass Primitive Trail,47.91849,-123.382,5,Olympic National Park
Skyline Ridge Trail,47.56774,-123.6552,5,Olympic National Park
Olympic National Park Foothills Trail,48.06456,-123.4274,5,Olympic National Park
Irely Lake Trail,47.56776,-123.6552,3,Olympic National Park
Pioneer Path Nature Trail,48.06473,-124.1154,1,Olympic National Park
Bovies Meadow Trail,48.05695,-123.7998,1,Olympic National Park
Baldy Trail (historical) Via Gray Wolf Trail,47.96708,-123.1274,5,Olympic National Park
High Divide Trail and Cat Basin Primitive Trail to Swimming Bear Lakeway Trail,47.95473,-123.834,5,Olympic National Park
Rugged Ridge to Indian Pass Trail,47.9381,-124.1663,5,Olympic National Park
Westside Road and South Puyallup Trail,46.77861,-121.883,5,Mount Rainier National Park
Sunnybrook Meadows Trail,47.72974,-123.1417,5,Olympic National Park
"Carbon Glacier, Mowich Lake and Itsup Creek Loop Trail",46.99496,-121.915,5,Mount Rainier National Park
Dodger Point via Long Ridge Trail,47.96785,-123.5824,5,Olympic National Park
O'Neil Pass via North Fork of Skokomish Trail,47.51591,-123.3278,5,Olympic National Park
Elk Mountain from Deer Pass Campground,47.94983,-123.2648,3,Olympic National Park
Crystal Lake via Sourdough gap and Sheep Lake,46.8754,-121.518,3,Mount Rainier National Park
Castle Traverse,46.76776,-121.7081,5,Mount Rainier National Park
O'Neill Pass To Lake La Crosse Loop,47.74157,-123.0493,5,Olympic National Park
Mazama Ridge Trail via 4th Crossing Trail,46.7901,-121.7267,3,Mount Rainier National Park
Steven’s Canyon Waterfalls Trail,46.75992,-121.6393,3,Mount Rainier National Park
Cascading Terraces Nature Trail,47.57285,-123.5799,1,Olympic National Park
Little Beaver Trail via Hannegan Pass,48.91022,-121.59,5,North Cascades National Park
Cameron Creek via Three Forks Trail,47.94896,-123.258,5,Olympic National Park
Ptarmigan Traverse,48.4754,-121.075,5,North Cascades National Park
Six Ridge Trail,47.57276,-123.5704,5,Olympic National Park
Cedar Lake Primitive Trail via Grey Wolf River,47.94895,-123.258,5,Olympic National Park
Mount Challenger: Challenger Glacier Route,48.91017,-121.5921,5,North Cascades National Park
Olympic Traverse: North Fork to Hoh,47.57599,-123.6479,5,Olympic National Park
Marcus Peak Trail,46.91761,-121.5877,3,Mount Rainier National Park
Mink Lake,47.97033,-123.865,3,Olympic National Park
Sunrise to Mystic Lake via Wonderland Trail,46.91574,-121.6437,3,Mount Rainier National Park
Longmire to Mowich Lake,46.75012,-121.8124,5,Mount Rainier National Park
Deer Lake and Little Divide Trail,47.95481,-123.8347,5,Olympic National Park
"Everett Peak, and Mount Appleton Loop Trail",47.98651,-123.6514,5,Olympic National Park
Hurricane Ridge to Heart of the Hills via Heather Park Trail,47.9704,-123.494,5,Olympic National Park
Stiletto Lake via Twisp Pass Trail,48.5049,-120.718,5,North Cascades National Park
Mink Lake Trail to Bogachiel River and Slide Peak Route #2,47.96949,-123.865,5,Olympic National Park
Elwha River and Lillian River Trails,47.96784,-123.5824,3,Olympic National Park
Ikeny Lake Trail to Big Creek Trail,47.56773,-123.6552,5,Olympic National Park
Grey Wolf Deer Loop,47.94902,-123.2583,5,Olympic National Park
Upper Dungeness Trail to Heather Creek Trail,47.87773,-123.13,5,Olympic National Park
Ericsons Bay Primitive Trail,48.15345,-124.6701,3,Olympic National Park
Remanns Cabin to Dodger Point Lookout,47.85604,-123.4702,5,Olympic National Park
